,NU_ANO_CENSO,CO_UF,CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_DDD,NU_TELEFONE,NU_TELEFONE_PUBLICO,NU_FAX,new_latitude,new_longitude,latitude,longitude,email,url_website,abr_nome,Lat,Long,Detalhamento,,,,,,,,,,,,
167531,2018,43,4314902,EMEF JOSE LOUREIRO DA SILVA,43105491,AV CAPIVARI,1999,-,CRISTAL,90810070,51,32665175,-,32665175,-30.082424,-51.232502000000004,-30.082424,-51.232502000000004,emef.loureiro@escolas.prefpoa.com.br              ,http://websmed.portoalegre.rs.gov.br/escolas/loureiro/                                              ,LOUREIRO                      ,-30.08277205,-51.2326254852964,Escola José Loureiro da Silva,1999, Avenida Capivari, Cristal, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90810-070, Brasil,
167532,2018,43,4314902,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,43105505,R XAVIER DE CARVALHO,274,-,SARANDI,91110440,51,33641065,-,33641065,-29.993934999999997,-51.133246,-29.993934999999997,-51.133246,emeb.liberatosalzano@smed.prefpoa.com.br          ,http://websmed.portoalegre.rs.gov.br/escolas/liberato/                                              ,LIBERATO                      ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167533,2018,43,4314902,EMEF NOSSA SENHORA DE FATIMA,43105513,R A VILA N S FATIMA-DIVINEIA,15,-,BOM JESUS,91420701,51,33383695,-,33383695,-30.046837,-51.158048,-30.046837,-51.158048,emef.fatima@smed.prefpoa.com.br                   ,http://websmed.portoalegre.rs.gov.br/escolas/fatima/                                                ,FÃTIMA                        ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167534,2018,43,4314902,EMEF PEPITA DE LEAO,43105521,R ESTADIO,29,-,PASSO DAS PEDRAS,91230030,51,33441522,-,33441522,-30.015379,-51.128178000000005,-30.015379,-51.128178000000005,emef.pepitadeleao@smed.prefpoa.com.br             ,http://websmed.portoalegre.rs.gov.br/escolas/pepita/                                                ,PEPITA                        ,Não encontrado,Não encontrado,,,,,,,,,,,,,
167535,2018,43,4314902,EMEF PRESIDENTE VARGAS,43105530,RUA ANA AURORA DO AMARAL LISBOA,60,-,PASSO DAS PEDRAS,91230000,51,33481732,-,33481732,-30.016683,-51.12712,-30.016683,-51.12712,emef.presidentevargas@smed.prefpoa.com.br         ,http://websmed.portoalegre.rs.gov.br/escolas/presidente/                                            ,PRESIDENTE                    ,-30.01653905,-51.1271307236463,Escola Presidente Vargas,60, Rua Ana Aurora do Amaral Lisboa, Passo das Pedras, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91230-000, Brasil,
167536,2018,43,4314902,EMEF HEITOR VILLA LOBOS,43105548,AV SANTO DIAS DA SILVA,1,VILA MAPA,LOMBA PINHEIRO,91550500,51,33191413,-,33191413,-30.095021999999997,-51.137694,-30.095021999999997,-51.137694,emef.villalobos@smed.prefpoa.com.br               ,http://websmed.portoalegre.rs.gov.br/escolas/villalobos/                                            ,VILLA                         ,-30.0929815,-51.1301753,Avenida Santo Dias da Silva, Lomba do Pinheiro, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91550-000, Brasil,,,
167537,2018,43,4314902,ESC EST ENS FUN PROFESSORA LUIZA TEIXEIRA LAUFFER,43105564,R RUA NOSSA SENHORA DE FATIMA 201,201,-,LOMBA DO PINHEIRO,91570540,51,33661213,-,-,-30.1232339,-51.1052426,,,,,,-30.1232339,-51.1052426,Rua Nossa Senhora de Fátima, Lomba do Pinheiro, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91560-000, Brasil,,,
167538,2018,43,4314902,ESC EST NORMAL 1 DE MAIO,43105572,AV PRESIDENTE ROOSEVELT 149,149,-,NAVEGANTES,90230000,51,33424588,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167539,2018,43,4314902,INST ESTADUAL DOM DIOGO DE SOUZA,43105580,R ADAO BAINO 206,206,-,CRISTO REDENTOR,91350240,51,33445806,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167540,2018,43,4314902,ESC ADVENTISTA DE ENSINO FUNDAMENTAL DE SARANDI,43105629,RUA PASSOS FIGUEIROA,841,-,SARANDI,91110500,51,33647979,-,-,-29.991358,-51.1339553,,,,,,-29.991358,-51.1339553,Rua Passos Figueiroa, Sarandi, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91110-440, Brasil,,,
167541,2018,43,4314902,COL ADVENTISTA MARECHAL RONDON,43105637,RUA MALI,255,-,VILA IPIRANGA,91370230,51,33496600,-,33496600,-30.01305825,-51.1489578730578,,,,,,-30.01305825,-51.1489578730578,Colégio Adventista Marechal Rondon,255, Rua Mali, Vila Ipiranga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91370-230, Brasil,
167542,2018,43,4314902,COLEGIO SINODAL DO SALVADOR,43105670,AVENIDA MATHILDE TREIN RENNER,55,-,VILA IPIRANGA,91370050,51,33405509,-,33405509,-30.01360305,-51.1471154805036,,,,,,-30.01360305,-51.1471154805036,Colégio Sinodal do Salvador,55, Avenida Mathilde Trein Renner, Vila Ipiranga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91370-050, Brasil,
167543,2018,43,4314902,ESC TECNICA EST PAROBE,43105688,AV JOSE LOUREIRO DA SILVA 945,945,-,CENTRO HISTORICO,90010420,51,32216953,-,32255737,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167544,2018,43,4314902,ESC TECNICA EST SENADOR ERNESTO DORNELLES,43105696,R DUQUE DE CAXIAS 385,385,-,CENTRO,90010282,51,32282455,-,32282215,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167545,2018,43,4314902,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOCIA DO RS - CAMPUS PORTO ALEGRE,43105726,RUA CEL VICENTE,281,-,CENTRO HISTORICO,90030040,51,39306010,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167546,2018,43,4314902,COL SANTA DOROTEIA,43105734,RUA MALI,405,-,VILA IPIRANGA,91370230,51,33407908,-,33470856,-30.01449535,-51.1495106648876,,,,,,-30.01449535,-51.1495106648876,Colégio Santa Dorotéia,405, Rua Mali, Vila Ipiranga, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91370-230, Brasil,
167547,2018,43,4314902,ESC EST ENS FUN PROFESSORA MARINA MARTINS DE SOUZA,43105742,R SARG EXP GERALDO SANTANA SN,SN,-,PARTENON,91530640,51,33181103,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167548,2018,43,4314902,ESC EST ENS FUN ACORIANOS,43105750,R SALVADOR PINHEIRO 65,65,-,VILA JARDIM,91320240,51,33380835,-,33380835,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167549,2018,43,4314902,ESC EST ENS MED AGRONOMO PEDRO PEREIRA,43105769,AV BENTO GONCALVES 8426,8426,-,AGRONOMIA,91540000,51,33195606,-,-,-30.075501,-51.1342369,,,,,,-30.075501,-51.1342369,Avenida Bento Gonçalves, Agronomia, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91509-900, Brasil,,,
167550,2018,43,4314902,ESC EST ENS MED ALBERTO TORRES,43105785,AV RODRIGUES DA FONSECA 1666,1666,-,VILA NOVA,91740800,51,32633078,-,-,-30.1156332,-51.2099999727124,,,,,,-30.1156332,-51.2099999727124,Escola Alberto Torres,1666, Avenida Rodrigues da Fonseca, Vila Nova, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91740-800, Brasil,
167551,2018,43,4314902,ESC EST ENS FUN ALCEU WAMOSY,43105793,R JARDIM DAS BROMELIAS 52,52,-,JARDIM CAMAQUA,91920400,51,32429951,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167552,2018,43,4314902,ESC EST ED BAS ALMIRANTE BACELAR,43105807,AV PROTASIO ALVES 13097,13097,-,PASSO DORNELLES,91260000,51,34351553,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167553,2018,43,4314902,ESC EST ENS MED ALMIRANTE BARROSO,43105815,R CAPITAO COELHO 95,95,-,ARQUIPELAGO,90090040,51,32116045,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167554,2018,43,4314902,ESC EST ENS FUN ALVARENGA PEIXOTO,43105823,R SANTA RITA DE CASSIA 100,100,-,ILHA DOS MARINHEIROS,90090260,51,32031470,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167555,2018,43,4314902,ESC EST ENS FUN AMERICA,43105831,R OCTACILIO JOSE DIAS 0,0,-,JARDIM INGA,91230380,51,33662797,-,33448577,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167556,2018,43,4314902,ESC EST ENS FUN ANA NERI,43105840,R JOAQUIM SILVEIRA 738,738,-,SAO SEBASTIAO,91060320,51,-,-,33409510,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167557,2018,43,4314902,ESC EST ENS MED ANNE FRANK,43105858,AV CAUDURO 238,238,-,BOM FIM,90035110,51,33113864,-,33111823,-30.03177415,-51.2133114317478,,,,,,-30.03177415,-51.2133114317478,Escola Anne Frank,238, Avenida Cauduro, Bom Fim, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90035-110, Brasil,
167558,2018,43,4314902,ESC EST ENS MED ANTAO DE FARIA,43105866,R BOM JESUS 505,505,-,BOM JESUS,91420030,51,33675621,-,33380059,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167559,2018,43,4314902,ESC EST ED BAS APELES PORTO ALEGRE,43105874,R SAO MANOEL 1981,1981,-,SANTANA,90620110,51,32230120,-,32230120,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167560,2018,43,4314902,ESC EST ENS FUN ARAGUAIA,43105882,ETR GEDEON LEITE 780,780,-,ABERTA DOS MORROS,91787770,51,32683110,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167561,2018,43,4314902,ESC EST ENS FUN ARAUJO PORTO ALEGRE,43105890,R PANDIA CALOGERAS 429,429,-,SARANDI,91120560,51,-,-,33641064,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167562,2018,43,4314902,ESC EST ENS FUN ARAUJO VIANA,43105904,R NOVE DE JUNHO 542,542,-,PARTENON,91520610,51,33182807,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167563,2018,43,4314902,ESC EST ENS FUN BAEPENDI,43105920,ETR DOS ALPES 10 CASA DIRET,10,CASA DIRET,CASCATA,91720120,51,33525002,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167564,2018,43,4314902,ESC EST ENS FUN BAHIA,43105939,R ANGELITO ASMUZ AIQUEL 125,125,-,BOA VISTA,91340410,51,33287113,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167565,2018,43,4314902,ESC EST ENS FUN PADRE BALDUINO RAMBO,43105947,R HUMBERTO DE CAMPOS 130,130,-,PARTENON,90660280,51,-,-,33367332,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167566,2018,43,4314902,ESC EST ENS FUN MARGARIDA COELHO DE SOUZA,43105963,AV AVENIDA DO LAMI 4742,4742,-,BOA VISTA DO SUL,91785430,51,32585221,-,-,-30.21198485,-51.1320292511062,,,,,,-30.21198485,-51.1320292511062,Escola Margarida Coelho de Souza,4742, Avenida do Lami, Boa Vista do Sul, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91780-120, Brasil,
167567,2018,43,4314902,ESC EST ENS FUN PROFESSORA BRANCA DIVA PEREIRA DE SOUZA,43105971,AV SAO PAULO 1020,1020,-,SAO GERALDO,90230160,51,32220180,-,-,-30.01169185,-51.2051576719196,,,,,,-30.01169185,-51.2051576719196,Escola Professora Branca Diva Pereira de Souza,1020, Avenida São Paulo, São Geraldo, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90230-160, Brasil,
167568,2018,43,4314902,ESC EST ENS FUN BRASILIA,43105980,R DONA MARGARIDA 1199,1199,-,SAO JOAO,90240611,51,33255808,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167569,2018,43,4314902,ESC EST ENS FUN BRIGADEIRO FRANCISCO DE LIMA E SILVA,43105998,R TUNISIA 60,60,-,JARDIM ITATI,91370290,51,-,-,33489390,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167570,2018,43,4314902,ESC EST ENS FUN BRIGADEIRO SILVA PAIS,43106005,R PROF CLEMENTE PINTO 555,555,-,TERESOPOLIS,90870220,51,32339765,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167571,2018,43,4314902,ESC EST ENS FUN CAMILA FURTADO ALVES,43106013,R ALMIRANTE BARROSO 79,79,-,FLORESTA,90220021,51,32222438,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167572,2018,43,4314902,ESC EST ENS FUN CANDIDO PORTINARI,43106021,R MUCIO TEIXEIRA 252,252,-,MENINO DEUS,90050360,51,-,-,32210932,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167573,2018,43,4314902,ESC EST ENS FUN DR CARLOS BARBOSA GONCALVES,43106030,TRV DR HEINZELMANN 250,250,-,NAVEGANTES,90240100,51,33711590,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167574,2018,43,4314902,COL ESTADUAL CARLOS FAGUNDES DE MELLO,43106048,R IRMA MARIA JOSE TREVISAN 200,200,-,NAVEGANTES VILA FAR,90250430,51,33744722,-,33744722,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167575,2018,43,4314902,ESC EST ENS MED CEARA,43106056,AV ARNALDO BOHRER 98,98,-,TERESOPOLIS,91720130,51,33367222,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167576,2018,43,4314902,ESC EST ENS FUN PRUDENTE DE MORAIS,43106072,R DR. PRUDENTE DE MORAIS 27,27,-,CHACARA DAS PEDRAS,91330170,51,33341962,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167577,2018,43,4314902,ESC EST ENS FUN CLOTILDE CACHAPUZ DE MEDEIROS,43106080,R DOS ARACHANES 242,242,-,ESPIRITO SANTO,91770130,51,32465993,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167578,2018,43,4314902,ESC EST ENS FUN COELHO NETO,43106099,R ALEXANDRE HERCULANO 11,11,-,BOM JESUS,91420360,51,33869070,-,33869070,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167579,2018,43,4314902,ESC EST ENS FUN CORONEL TITO MARQUES FERNANDES,43106102,R CLEVELAND JUNTO A DL 250,250,-,MORRO SANTA TEREZA,90850240,51,32170068,-,35170580,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167580,2018,43,4314902,ESC EST ENS FUN GENERAL NETO,43106110,ETR EDGAR PIRES DE CASTRO 10521,10521,-,LAGEADO,91785669,51,32617953,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167581,2018,43,4314902,ESC EST ENS FUN CUSTODIO DE MELLO,43106129,R ARGEMIRO OGANDO CORREA 220 V SARGENTO,220,V SARGENTO,SERRARIA,91770810,51,32493020,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167582,2018,43,4314902,ESC EST ENS FUN DOM PEDRO I,43106137,R PEDRO BOTICARIO 654,654,-,GLORIA,90660070,51,33366239,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167583,2018,43,4314902,ESC EST ENS FUN ALMIRANTE ALVARO ALBERTO DA MOTTA E SILVA,43106145,R DONA HELENA 100 VILA BARRA,100,VILA BARRA,SANTA TEREZA,90830585,51,32666876,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167584,2018,43,4314902,ESC EST ENS FUN DESIDERIO TORQUATO FINAMOR,43106153,AV BENTO GONCALVES 7500,7500,-,AGRONOMIA,91540000,51,33851023,-,-,-30.06863895,-51.1432798271608,,,,,,-30.06863895,-51.1432798271608,Escola Desidério Torquato Finamor,7500, Avenida Bento Gonçalves, Agronomia, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 91540-000, Brasil,
167585,2018,43,4314902,ESC EST ED BAS DOLORES ALCARAZ CALDAS,43106161,R AFONSO CELSO PUPE DA SILVEIRA 25,25,-,JARDIM IPIRANGA,91360020,51,-,-,33415955,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167586,2018,43,4314902,ESC EST ENS FUN IMPERATRIZ LEOPOLDINA,43106170,AV AVENIDA ITAJAI 241,241,-,PETROPOLIS,90470140,51,33312910,-,-,-30.036703,-51.18371665,,,,,,-30.036703,-51.18371665,Escola Imperatriz Leopoldina,241, Avenida Itajaí, Petrópolis, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90470-140, Brasil,
167587,2018,43,4314902,ESC EST ENS FUN DONA LUIZA FREITAS VALE ARANHA,43106188,ETR ESTRADA COSTA GAMA 801,801,-,BELEM VELHO,91787311,51,32487870,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167588,2018,43,4314902,ESC EST ENS MED RAFAELA REMIAO,43106196,ETR JOAO DE OLIVEIRA REMIAO 2689,2689,-,LOMBA DO PINHEIRO,91550000,51,33198389,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167589,2018,43,4314902,ESC EST ENS FUN DR EMILIO KEMP,43106200,R MONTEIRO LOBATO 475,475,-,PARTENON,90620270,51,33366212,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167590,2018,43,4314902,ESC EST ENS FUN DR FERREIRA DE ABREU,43106218,R BATOVI 25,25,-,VILA LEAO SARANDI,91130520,51,33652555,-,33652555,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167591,2018,43,4314902,ESC EST ENS FUN DR JOAO BATISTA DE LACERDA,43106226,R BISPO SARDINHA 159,159,-,VILA IPIRANGA,91370130,51,33407175,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167592,2018,43,4314902,ESC EST ENS FUN DR JOSE CARLOS FERREIRA,43106234,R MARIO DE ARTAGAO 455 PREDIO,455,PREDIO,PARTENON,90680090,51,33842015,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167593,2018,43,4314902,ESC EST ENS FUN DR JOSE LOUREIRO DA SILVA,43106242,ETR ESTRADA RETIRO DA PONTA GROSSA 3541,3541,-,PONTA GROSSA,91780590,51,32488066,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167594,2018,43,4314902,ESC EST ENS FUN DR MARTINS COSTA JUNIOR,43106250,R D FIRMINA 1377,1377,-,SAO JOSE  PARTENON,91520210,51,-,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167595,2018,43,4314902,ESC EST ENS MED DR OSCAR TOLLENS,43106277,R VIDAL DE NEGREIROS 432,432,-,PARTENON,91520480,51,33847067,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167596,2018,43,4314902,ESC EST ENS FUN DR PACHECO PRATES,43106293,PCA NOSSA SENHORA DE BELEM SN,SN,-,BELEM VELHO,91712240,51,-,-,32452889,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167597,2018,43,4314902,ESC EST ENS FUN DR VICTOR DE BRITTO,43106307,R SEBASTIAO WOLF 231,231,-,NONOAI,91720540,51,32425188,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167598,2018,43,4314902,ESC EST ENS FUN DUQUE DE CAXIAS,43106315,R GEN CALDWELL 1175,1175,-,AZENHA,90130051,51,32231530,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167599,2018,43,4314902,ESC EST ENS FUN ENG RODOLFO AHRONS,43106323,R ANTONIO SEVERINO NETO 109,109,-,RUBEM BERTA,91250330,51,33681023,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167600,2018,43,4314902,ESC EST ENS FUN ESPIRITO SANTO,43106331,R ASCENCAO 245,245,-,GLORIA,91710180,51,33843097,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167601,2018,43,4314902,ESC EST ENS FUN ESTADO DO RIO GRANDE DO SUL,43106340,R WASHINGTON LUIZ 980,980,-,CENTRO,90010460,51,32255875,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167602,2018,43,4314902,ESC EST ENS FUN EUCLIDES DA CUNHA,43106358,R BARAO DO CERRO LARGO 385,385,-,MENINO DEUS,90850110,51,32336323,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167603,2018,43,4314902,ESC EST ENS FUN EVA CARMINATTI,43106366,R PAPA JOAO PAULO II 145 PARADA 3,145,PARADA 3,LOMBA DO PINHEIRO,91550550,51,33221702,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167604,2018,43,4314902,ESC EST ENS FUN EVARISTA FLORES DA CUNHA,43106374,PCA INACIO ANTONIO DA SILVA SN SN,SN,SN,BELEM NOVO,91780330,51,32591353,-,32591353,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167605,2018,43,4314902,ESC EST ENS FUN EVARISTO GONCALVES NETTO,43106382,R UM  CEFER 2 393,393,-,JARDIM CARVALHO,91430370,51,33861162,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167606,2018,43,4314902,ESC EST ENS FUN FABIOLA PINTO DORNELLES,43106390,R DR EDUARDO CHARTIER 1192,1192,-,HIGIENOPOLIS,90520100,51,-,-,33428590,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167607,2018,43,4314902,ESC EST ENS FUN FELIPE DE OLIVEIRA,43106404,R FELIPE DE OLIVEIRA 59,59,-,SANTA CECILIA,90630000,51,33213388,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167608,2018,43,4314902,ESC EST ENS FUN FERNANDO FERRARI,43106412,R UPAMOROTI 1200,1200,-,CRISTAL,90820140,51,32472254,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167609,2018,43,4314902,ESC EST ED BAS FERNANDO GOMES,43106420,R PROF FREDERICO G GAELZER 168,168,-,JARDIM DO SALSO,91410140,51,33817722,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167610,2018,43,4314902,ESC EST ENS MED OSCAR COELHO DE SOUZA,43106439,ETR DO VAREJAO 372,372,-,LAMI,91787170,51,-,-,32585543,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167611,2018,43,4314902,ESC EST ENS FUN GABRIELA MISTRAL,43106447,R CARLOS PESSOA DE BRUM 150,150,-,SANTO ANTONIO,90640140,51,-,-,32235002,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167612,2018,43,4314902,ESC EST ENS FUN GEN IBA ILHA MOREIRA,43106455,R HUM CEFER SN,SN,-,JARDIM CARVALHO,91430320,51,33512840,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167613,2018,43,4314902,ESC EST ENS FUN GENERAL DALTRO FILHO,43106463,AV AMERICA 145,145,-,AUXILIADORA,90440020,51,33431108,-,-,-30.0191119,-51.1961415837855,,,,,,-30.0191119,-51.1961415837855,Escola General Daltro Filho,145, Avenida América, Auxiliadora, Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 90440-020, Brasil,
167614,2018,43,4314902,ESC EST ENS MED PROFESSOR OSCAR PEREIRA,43106480,R FRANCISCO MARTINS SN,SN,-,CASCATA,91712150,51,-,-,33185010,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
167615,2018,43,4314902,ESC EST ED BAS GOMES CARNEIRO,43106498,PCA PAULO DE ARAGAO BOZANO SN,SN,-,VILA IPIRANGA,91360160,51,33407090,-,-,Não encontrado,Não encontrado,,,,,,Não encontrado,Não encontrado,,,,,,,,,,,,,
